ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11215029,JB130759,1/21/2018 20:00,052XX N LAPORTE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1621,16,45,12,6,,,2018,1/28/2018 15:52,,,
23783,JB123800,1/21/2018 2:44,129XX S HALSTED ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,523,5,34,53,01A,1173364,1818999,2018,3/18/2019 16:08,41.65874707,-87.64126957,"(41.658747067, -87.641269569)"
23784,JB123810,1/21/2018 3:43,060XX W BELDEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2512,25,36,19,01A,1135913,1914660,2018,3/19/2019 16:11,41.92200146,-87.77604565,"(41.922001458, -87.776045651)"
23785,JB123810,1/21/2018 3:45,060XX W BELDEN AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2512,25,36,19,01A,1135913,1914660,2018,3/19/2019 16:11,41.92200146,-87.77604565,"(41.922001458, -87.776045651)"
11215929,JB131813,1/19/2018 2:00,015XX W WILSON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1912,19,47,3,11,,,2018,2/7/2018 15:48,,,
11216823,JB133108,1/16/2018 9:05,015XX W HURON ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1215,12,27,24,6,,,2018,1/29/2018 15:56,,,
11197964,JB108113,1/8/2018 0:45,044XX S WHIPPLE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,922,9,14,58,18,1156771,1875148,2018,5/4/2018 15:51,41.81317889,-87.70047718,"(41.813178889, -87.70047718)"
11198093,JB108228,1/7/2018 20:00,077XX S KINGSTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,421,4,7,43,6,1194532,1854238,2018,5/4/2018 15:51,41.75495393,-87.56265753,"(41.754953934, -87.562657533)"
11198242,JB108450,1/8/2018 10:00,025XX N CENTRAL AVE,325,ROBBERY,VEHICULAR HIJACKING,ALLEY,FALSE,FALSE,2515,25,30,19,3,1138618,1916230,2018,5/4/2018 15:51,41.92626104,-87.7660684,"(41.926261042, -87.766068398)"
11198422,JB108709,1/8/2018 14:15,038XX W FILLMORE ST,810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1133,11,24,29,6,1151007,1895099,2018,5/4/2018 15:51,41.86804152,-87.72109834,"(41.868041521, -87.721098337)"
11198801,JB109230,1/8/2018 19:45,0000X W OAK ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1832,18,42,8,6,1175654,1907141,2018,5/4/2018 15:51,41.90056745,-87.6302528,"(41.90056745, -87.630252803)"
11199007,JB109318,1/8/2018 22:32,091XX S PRINCETON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,634,6,21,49,08B,1176198,1844376,2018,5/4/2018 15:51,41.72832241,-87.63014119,"(41.728322411, -87.630141185)"
11199152,JB108328,1/8/2018 9:30,020XX W 62ND ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,714,7,15,67,04A,1163651,1863525,2018,5/4/2018 15:51,41.78114212,-87.67556718,"(41.781142124, -87.675567181)"
11199864,JB110523,1/9/2018 21:55,052XX S CORNELL AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,234,2,4,41,08A,1188039,1870855,2018,5/4/2018 15:51,41.80070947,-87.58592288,"(41.800709473, -87.585922883)"
11199944,JB110577,1/9/2018 22:40,033XX N OZARK AVE,650,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,1631,16,36,17,5,1123835,1921271,2018,5/4/2018 15:51,41.94034972,-87.82027927,"(41.940349721, -87.820279272)"
11200125,JB110701,1/10/2018 7:20,100XX S LAFAYETTE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,511,5,9,49,08B,1177697,1838402,2018,5/4/2018 15:51,41.71189523,-87.62483017,"(41.71189523, -87.624830172)"
11200641,JB111529,1/9/2018 20:15,020XX N OAKLEY AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,FALSE,FALSE,1432,14,32,22,11,1160709,1913432,2018,5/4/2018 15:51,41.91815341,-87.68497178,"(41.918153408, -87.684971775)"
11201364,JB112455,1/11/2018 13:00,0000X W MONROE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,1175804,1899905,2018,5/4/2018 15:51,41.8807081,-87.62991973,"(41.880708104, -87.629919733)"
11201379,JB112158,1/11/2018 9:52,018XX W HENDERSON ST,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,TRUE,TRUE,1922,19,32,5,04B,1163391,1922270,2018,6/6/2018 15:51,41.94234935,-87.67486858,"(41.94234935, -87.674868578)"
11201433,JB112425,1/11/2018 13:03,0000X E JACKSON BLVD,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,113,1,42,32,6,1176571,1899006,2018,5/4/2018 15:51,41.87822391,-87.62713057,"(41.878223912, -87.627130568)"
11201626,JB112820,1/11/2018 17:15,005XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,1214,12,27,24,11,1170867,1903766,2018,5/4/2018 15:51,41.89141255,-87.6479346,"(41.891412551, -87.647934597)"
11201883,JB113022,1/11/2018 8:00,048XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,224,2,3,38,14,1179250,1873015,2018,5/4/2018 15:51,41.80684189,-87.61808876,"(41.806841894, -87.618088762)"
11201974,JB113232,1/11/2018 14:30,098XX S STATE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,FALSE,FALSE,511,5,21,49,14,1178256,1840091,2018,5/4/2018 15:51,41.71651743,-87.62273193,"(41.716517432, -87.622731926)"
11202003,JB113263,1/8/2018 19:00,049XX N MILWAUKEE AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1623,16,45,11,6,1139185,1932556,2018,5/4/2018 15:51,41.97105086,-87.76358612,"(41.971050859, -87.763586124)"
11202061,JB113268,1/12/2018 6:15,002XX S WACKER DR,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,122,1,2,32,26,1173971,1899133,2018,5/4/2018 15:51,41.87863072,-87.6366733,"(41.878630716, -87.636673298)"
11202324,JB113659,1/12/2018 13:30,101XX S ABERDEEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2232,22,34,73,08B,1170775,1837551,2018,5/4/2018 15:51,41.70971346,-87.65020508,"(41.709713459, -87.65020508)"
11202540,JB114130,1/12/2018 18:47,0000X N STATE ST,460,BATTERY,SIMPLE,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,08B,1176363,1900547,2018,5/4/2018 15:51,41.8824572,-87.62784778,"(41.882457198, -87.627847776)"
11202561,JB114161,1/12/2018 12:47,006XX W ENGLEWOOD AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,711,7,16,68,6,1173117,1863446,2018,5/4/2018 15:51,41.7807214,-87.64086521,"(41.780721396, -87.640865208)"
11202728,JB114313,1/12/2018 21:45,061XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,714,7,15,67,08B,1166391,1864078,2018,5/4/2018 15:51,41.78260167,-87.66550599,"(41.782601671, -87.665505994)"
11202778,JB114436,1/12/2018 8:30,030XX S WENTWORTH AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,914,9,11,34,5,1175441,1884829,2018,5/4/2018 15:51,41.83934667,-87.63170501,"(41.839346674, -87.631705011)"
11202882,JB113208,1/12/2018 0:50,103XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,2232,22,34,73,14,1172803,1836335,2018,5/4/2018 15:51,41.70633218,-87.64281397,"(41.706332184, -87.642813969)"
11202892,JB114045,1/12/2018 17:30,020XX E 73RD ST,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,333,3,5,43,3,1191030,1856966,2018,5/4/2018 15:51,41.76252516,-87.57540306,"(41.762525162, -87.575403062)"
11202920,JB114583,1/13/2018 1:00,074XX S HARVARD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,731,7,17,69,7,1175242,1855669,2018,5/4/2018 15:51,41.7593332,-87.63330666,"(41.759333204, -87.633306659)"
11203415,JB115228,1/13/2018 17:35,002XX E 103RD ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,FALSE,FALSE,512,5,9,49,3,1179531,1836723,2018,5/4/2018 15:51,41.70724622,-87.61816468,"(41.707246223, -87.618164684)"
11203509,JB115415,1/11/2018 12:00,026XX S CHRISTIANA AVE,334,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,ALLEY,FALSE,FALSE,1032,10,22,30,3,1154459,1886170,2018,5/4/2018 15:51,41.84347107,-87.70866379,"(41.843471069, -87.708663794)"
11203587,JB115403,1/11/2018 5:00,021XX N HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2525,25,26,22,08B,1150691,1914148,2018,5/4/2018 15:51,41.92032011,-87.72175997,"(41.920320109, -87.721759967)"
11203697,JB115656,1/14/2018 5:00,033XX W WAVELAND AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,1733,17,35,16,26,1153275,1924400,2018,5/4/2018 15:51,41.94840144,-87.71199282,"(41.948401439, -87.711992818)"
11203750,JB115681,1/14/2018 5:27,062XX W BELMONT AVE,031A,ROBBERY,ARMED: HANDGUN,RESTAURANT,FALSE,FALSE,1633,16,36,17,3,1134327,1920617,2018,5/4/2018 15:51,41.93837628,-87.78173235,"(41.938376283, -87.781732353)"
11203923,JB115944,1/14/2018 13:05,014XX W 51ST ST,460,BATTERY,SIMPLE,OTHER,TRUE,FALSE,933,9,16,61,08B,1167376,1870921,2018,5/4/2018 15:51,41.80135863,-87.66169869,"(41.801358629, -87.661698689)"
11204049,JB116016,1/14/2018 14:38,051XX W CONCORD PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2533,25,37,25,08B,1141862,1910485,2018,5/4/2018 15:51,41.91043664,-87.7542906,"(41.910436638, -87.754290602)"
11204093,JB116206,1/14/2018 16:00,008XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1833,18,42,8,11,1177338,1906181,2018,5/4/2018 15:51,41.89789513,-87.62409661,"(41.897895128, -87.624096605)"
11204181,JB116293,1/14/2018 19:21,002XX S SACRAMENTO BLVD,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1124,11,28,27,04B,1156421,1898788,2018,5/4/2018 15:51,41.87805684,-87.70112267,"(41.878056836, -87.701122668)"
11204239,JB116359,1/14/2018 20:59,014XX N AUSTIN BLVD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2531,25,29,25,3,1136095,1909027,2018,5/4/2018 15:51,41.90654059,-87.77551154,"(41.906540588, -87.775511536)"
11204265,JB116231,1/14/2018 18:13,123XX S UNION AVE,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,523,5,34,53,04B,1173884,1823109,2018,5/4/2018 15:51,41.67001412,-87.63924564,"(41.670014123, -87.639245641)"
11204300,JB116408,1/14/2018 21:27,004XX N HAMLIN AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1122,11,27,23,15,1150979,1902659,2018,5/4/2018 15:51,41.88878754,-87.72100312,"(41.888787538, -87.721003117)"
11204404,JB115884,1/14/2018 2:15,011XX E 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,411,4,8,45,08B,1185120,1850849,2018,5/4/2018 15:51,41.74588036,-87.59725561,"(41.745880362, -87.59725561)"
11204536,JB116739,1/15/2018 9:35,006XX N ST LOUIS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1121,11,27,23,18,1152931,1904143,2018,5/4/2018 15:51,41.89282134,-87.71379524,"(41.892821335, -87.71379524)"
11204579,JB116674,1/15/2018 9:00,012XX S SPAULDING AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,TRUE,1021,10,24,29,2,1154557,1894304,2018,5/4/2018 15:51,41.86578974,-87.70808679,"(41.865789739, -87.708086794)"
11204672,JB116873,1/15/2018 12:36,005XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,124,1,2,28,6,1173209,1894980,2018,5/4/2018 15:51,41.86725154,-87.63959443,"(41.867251542, -87.639594427)"
11204716,JB117048,1/15/2018 14:30,007XX E 77TH ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,624,6,6,69,08B,1182703,1854123,2018,5/4/2018 15:51,41.75492096,-87.60601048,"(41.754920962, -87.606010479)"
11204856,JB117028,1/15/2018 14:55,011XX W GRANVILLE AVE,820,THEFT,$500 AND UNDER,RESTAURANT,TRUE,FALSE,2433,24,48,77,6,1167532,1941332,2018,5/4/2018 15:51,41.99456782,-87.65909724,"(41.994567815, -87.659097243)"
11204861,JB116935,1/15/2018 13:40,065XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,TRUE,FALSE,312,3,20,42,14,1180046,1861722,2018,5/4/2018 15:51,41.77583464,-87.61551514,"(41.775834643, -87.615515144)"
11204889,JB117362,1/15/2018 17:10,015XX S SPAULDING AVE,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,TRUE,FALSE,1021,10,24,29,26,1154616,1892215,2018,5/4/2018 15:51,41.86005611,-87.70792607,"(41.860056113, -87.707926066)"
11204891,JB117004,1/15/2018 14:50,018XX S SPAULDING AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,1024,10,24,29,08B,1154653,1890866,2018,5/4/2018 15:51,41.85635357,-87.70782632,"(41.856353566, -87.707826324)"
11204933,JB117373,1/15/2018 19:50,007XX S CENTRAL PARK AVE,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1133,11,24,27,5,1152489,1896709,2018,5/4/2018 15:51,41.87243041,-87.71561506,"(41.872430407, -87.715615062)"
11204983,JB117318,1/15/2018 18:45,030XX S KILBOURN AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1031,10,22,30,3,1146883,1884002,2018,5/4/2018 15:51,41.83766963,-87.73652162,"(41.837669627, -87.736521621)"
11205015,JB117447,1/15/2018 21:40,043XX W IRVING PARK RD,1310,CRIMINAL DAMAGE,TO PROPERTY,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,1722,17,38,16,14,1146428,1926224,2018,5/4/2018 15:51,41.95354009,-87.73711459,"(41.953540094, -87.737114591)"
11205081,JB117514,1/16/2018 1:20,039XX W MAYPOLE AVE,560,ASSAULT,SIMPLE,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,1122,11,28,26,08A,1150189,1900926,2018,5/4/2018 15:51,41.88404743,-87.72394951,"(41.884047433, -87.723949513)"
11205159,JB117597,1/15/2018 22:00,037XX W CORNELIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1732,17,30,21,14,1150665,1923007,2018,5/4/2018 15:51,41.94463046,-87.72162326,"(41.944630459, -87.72162326)"
11205206,JB117653,1/16/2018 7:50,0000X S LAVERGNE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1533,15,28,25,7,1143268,1899441,2018,5/4/2018 15:51,41.88010446,-87.74940156,"(41.880104461, -87.749401555)"
11205270,JB117644,1/16/2018 8:20,015XX N KOLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2534,25,37,23,08B,1147095,1909870,2018,5/4/2018 15:51,41.90865046,-87.7350821,"(41.908650464, -87.735082103)"
11205338,JB114383,1/12/2018 23:00,007XX W 60TH PL,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,711,7,16,68,3,1172308,1864708,2018,5/4/2018 15:51,41.78420231,-87.64379404,"(41.784202307, -87.643794042)"
11205370,JB117925,1/16/2018 12:00,089XX S SOUTH CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,423,4,7,46,26,1195170,1846429,2018,5/4/2018 15:51,41.7335097,-87.56057648,"(41.7335097, -87.560576484)"
11205374,JB117899,1/16/2018 12:20,045XX W JACKSON BLVD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,1131,11,24,26,04A,1146214,1898303,2018,5/4/2018 15:51,41.87692614,-87.73861303,"(41.876926142, -87.738613028)"
11205377,JB117953,1/16/2018 12:00,010XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1213,12,1,24,14,1164860,1907404,2018,5/4/2018 15:51,41.90152504,-87.66989208,"(41.901525043, -87.669892077)"
11205380,JB117927,1/16/2018 12:45,108XX S AVENUE F,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,432,4,10,52,6,1203512,1833611,2018,5/4/2018 15:51,41.69812656,-87.53045426,"(41.698126562, -87.530454262)"
11205455,JB118048,1/11/2018 0:00,072XX S SOUTH SHORE DR,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,334,3,7,43,6,1194878,1857803,2018,5/4/2018 15:51,41.76472805,-87.56127231,"(41.764728045, -87.561272312)"
11205565,JB117980,1/15/2018 22:30,028XX N NATOMA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,2511,25,36,18,7,1131597,1918160,2018,5/4/2018 15:51,41.93168175,-87.79182294,"(41.931681753, -87.79182294)"
11205604,JB118187,1/16/2018 15:48,114XX S HALSTED ST,460,BATTERY,SIMPLE,CTA BUS,FALSE,FALSE,2234,22,34,75,08B,1173036,1828894,2018,5/4/2018 15:51,41.68590781,-87.64217939,"(41.685907805, -87.642179389)"
11205870,JB118620,1/16/2018 22:45,026XX N SHEFFIELD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1932,19,32,7,6,1169182,1917371,2018,5/4/2018 15:51,41.92878223,-87.65372688,"(41.928782229, -87.653726884)"
11205955,JB118729,1/16/2018 21:00,049XX W MONTROSE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1624,16,45,15,6,1142331,1928792,2018,5/4/2018 15:51,41.96066414,-87.7521117,"(41.960664136, -87.752111701)"
11206104,JB118979,1/17/2018 6:00,049XX W CORTEZ ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1531,15,37,25,26,1143180,1906530,2018,5/4/2018 15:51,41.89955916,-87.74954759,"(41.89955916, -87.749547589)"
11206105,JB118900,1/16/2018 19:30,010XX N PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1213,12,1,24,14,1164873,1906927,2018,5/4/2018 15:51,41.90021585,-87.66985788,"(41.900215845, -87.669857877)"
11206152,JB119052,1/16/2018 21:00,030XX S KOSTNER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1031,10,22,30,7,1147546,1883968,2018,5/4/2018 15:51,41.83756366,-87.73408962,"(41.83756366, -87.734089619)"
11206478,JB119577,1/17/2018 16:36,007XX S ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,1133,11,24,27,18,1153157,1896588,2018,5/4/2018 15:51,41.87208515,-87.71316573,"(41.872085152, -87.713165734)"
11206527,JB119691,1/17/2018 16:30,015XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1423,14,26,24,14,1158138,1910045,2018,5/4/2018 15:51,41.90891216,-87.69451049,"(41.908912162, -87.694510491)"
11206714,JB119848,1/17/2018 19:50,0000X W 110TH PL,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,TRUE,FALSE,513,5,34,49,26,1177965,1831695,2018,5/4/2018 15:51,41.69348423,-87.62405099,"(41.693484227, -87.624050987)"
11206719,JB119796,1/16/2018 12:50,007XX N WABASH AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1833,18,42,8,6,1176598,1905516,2018,5/4/2018 15:51,41.89608709,-87.62683463,"(41.89608709, -87.626834633)"
11206879,JB119924,1/17/2018 22:15,061XX S KOLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,813,8,13,65,14,1148424,1863552,2018,5/4/2018 15:51,41.78152229,-87.73139253,"(41.781522285, -87.731392529)"
11207145,JB120204,1/18/2018 8:45,032XX N NORDICA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,TRUE,FALSE,1632,16,36,17,5,1128517,1920911,2018,5/4/2018 15:51,41.93928365,-87.80307915,"(41.939283654, -87.803079151)"
11207338,JB120557,1/18/2018 13:17,044XX W ROSCOE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1731,17,31,16,15,1146306,1922236,2018,5/4/2018 15:51,41.94259901,-87.73766497,"(41.942599013, -87.737664966)"
11207374,JB120699,1/18/2018 14:00,0000X W ADAMS ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,112,1,42,32,6,1175798,1899438,2018,5/4/2018 15:51,41.87942676,-87.62995582,"(41.879426764, -87.629955817)"
11207440,JB120782,1/18/2018 15:51,015XX W 17TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1233,12,25,31,26,1166388,1891819,2018,5/4/2018 15:51,41.85872602,-87.66472556,"(41.858726016, -87.664725558)"
11207442,JB120764,1/16/2018 16:00,036XX W NORTH AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,SMALL RETAIL STORE,FALSE,FALSE,2535,25,26,23,11,1152023,1910393,2018,5/4/2018 15:51,41.90998988,-87.71696507,"(41.909989881, -87.716965071)"
11207468,JB120873,1/18/2018 16:30,024XX W HARRISON ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,1135,11,2,28,08A,1160207,1897293,2018,5/4/2018 15:51,41.87387705,-87.68726267,"(41.873877048, -87.687262667)"
11207496,JB120968,1/17/2018 19:00,064XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,312,3,20,42,6,1180025,1862499,2018,5/4/2018 15:51,41.77796729,-87.61556835,"(41.777967289, -87.615568353)"
11207568,JB121040,1/18/2018 17:30,049XX W NORTH AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2533,25,37,25,6,1143333,1910186,2018,5/4/2018 15:51,41.90958877,-87.74889413,"(41.909588772, -87.748894125)"
11207635,JB121044,1/18/2018 19:16,079XX S ASHLAND AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,GAS STATION,TRUE,FALSE,611,6,21,71,24,1167051,1852159,2018,5/4/2018 15:51,41.74988027,-87.66342658,"(41.749880266, -87.663426578)"
11207696,JB121177,1/18/2018 21:12,082XX S JEFFERY BLVD,650,BURGLARY,HOME INVASION,APARTMENT,FALSE,FALSE,414,4,8,46,5,1190954,1850824,2018,5/4/2018 15:51,41.74567282,-87.5758798,"(41.745672824, -87.5758798)"
11207754,JB121137,1/18/2018 20:25,001XX E 123RD ST,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,FALSE,FALSE,532,5,9,53,26,1179335,1823432,2018,5/4/2018 15:51,41.67077827,-87.61928587,"(41.670778273, -87.619285873)"
11207777,JB121194,1/18/2018 21:20,007XX N AVERS AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,TRUE,FALSE,1112,11,27,23,15,1150591,1904654,2018,5/4/2018 15:51,41.89426962,-87.72237584,"(41.894269615, -87.722375844)"
11207848,JB121334,1/18/2018 22:00,027XX N AUSTIN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2514,25,30,19,7,1135927,1917565,2018,5/4/2018 15:51,41.92997286,-87.77592482,"(41.929972859, -87.775924823)"
11207850,JB121359,1/18/2018 6:00,048XX S CALUMET AVE,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,224,2,3,38,5,1179247,1873103,2018,5/4/2018 15:51,41.80708344,-87.61809708,"(41.807083442, -87.618097079)"
11207847,JB121340,1/18/2018 21:30,063XX W DEVON AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1611,16,39,10,5,1133071,1942110,2018,2/14/2019 16:02,41.99737727,-87.78584375,"(41.997377272, -87.785843745)"
11207960,JB121512,1/18/2018 17:30,002XX W 95TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,634,6,21,49,7,1176437,1841947,2018,5/4/2018 15:51,41.72165155,-87.62933845,"(41.721651552, -87.629338451)"
11207996,JB121350,1/19/2018 7:10,001XX E WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,114,1,42,32,11,1177683,1902638,2018,5/4/2018 15:51,41.88816513,-87.62293721,"(41.888165132, -87.622937212)"
11208040,JB121608,1/19/2018 10:15,040XX W 21ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1012,10,24,29,08B,1149822,1889786,2018,5/4/2018 15:51,41.85348512,-87.7255868,"(41.853485119, -87.725586804)"
11208228,JB121993,1/19/2018 13:37,040XX W CARROLL AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,1114,11,28,26,24,1149397,1901929,2018,5/4/2018 15:51,41.88681517,-87.72683182,"(41.886815171, -87.726831815)"
11208257,JB121975,1/19/2018 8:00,129XX S WALLACE ST,820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,FALSE,FALSE,523,5,9,53,6,1174671,1819156,2018,5/4/2018 15:51,41.65914901,-87.63648229,"(41.659149005, -87.63648229)"
